"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences";"Number of residence"
"6298";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2013";5;NA
"6299";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2014";2;NA
"6300";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2015";1;NA
"6301";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2016";2;NA
"6302";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2017";1;NA
"6303";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2018";2;NA
"6304";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2019";0;NA
"6305";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2012";2;NA
"6306";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2013";0;NA
"6307";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2014";2;NA
"6308";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2015";1;NA
"6309";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2016";3;NA
"6310";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2017";2;NA
"6311";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2018";2;NA
"6312";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2019";4;NA
"6313";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2012";4;NA
"6314";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2013";0;NA
"6315";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2014";1;NA
"6316";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2015";1;NA
"6317";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2016";1;NA
"6318";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2017";0;NA
"6319";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2018";3;NA
"6320";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2019";4;NA
"6321";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2012";0;NA
"6322";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2013";0;NA
"6323";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2014";0;NA
"6324";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2015";2;NA
"6325";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2016";0;NA
"6326";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2017";0;NA
"6327";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2018";0;NA
"6328";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2019";0;NA
"6329";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2012";1;NA
"6330";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2013";0;NA
"6331";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2014";0;NA
"6332";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2015";0;NA
"6333";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2016";0;NA
"6334";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2017";1;NA
"6335";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2018";0;NA
"6336";"Forbigaaende cerebrale iskemiske anfall";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2019";0;NA
"6337";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2012";41;NA
"6338";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2013";41;NA
"6339";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2014";40;NA
"6340";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2015";37;NA
"6341";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2016";53;NA
"6342";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2017";40;NA
"6343";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2018";33;NA
"6344";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2019";19;NA
"6345";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2012";57;NA
"6346";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2013";48;NA
"6347";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2014";47;NA
"6348";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2015";50;NA
"6349";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2016";52;NA
"6350";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2017";32;NA
"6351";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2018";36;NA
"6352";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2019";38;NA
"6353";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2012";26;NA
"6354";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2013";20;NA
"6355";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2014";25;NA
"6356";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2015";26;NA
"6357";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2016";19;NA
"6358";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2017";15;NA
"6359";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2018";7;NA
"6360";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2019";12;NA
"6361";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";6;NA
"6362";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";13;NA
"6363";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";10;NA
"6364";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";7;NA
"6365";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";8;NA
"6366";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";8;NA
"6367";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";10;NA
"6368";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";15;NA
"6369";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2012";16;NA
"6370";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2013";24;NA
"6371";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2014";18;NA
"6372";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2015";6;NA
"6373";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2016";14;NA
"6374";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2017";14;NA
"6375";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2018";9;NA
"6376";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2019";8;NA
"6377";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2012";7;NA
"6378";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2013";8;NA
"6379";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2014";11;NA
"6380";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2015";8;NA
"6381";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2016";11;NA
"6382";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2017";10;NA
"6383";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2018";5;NA
"6384";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2019";11;NA
"6385";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2012";15;NA
"6386";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2013";12;NA
"6387";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2014";16;NA
"6388";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2015";17;NA
"6389";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2016";13;NA
"6390";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2017";15;NA
"6391";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2018";9;NA
"6392";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2019";9;NA
"6393";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2012";8;NA
"6394";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2013";15;NA
"6395";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2014";11;NA
"6396";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2015";13;NA
"6397";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2016";9;NA
"6398";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2017";14;NA
"6399";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2018";11;NA
"6400";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2019";9;NA
"6401";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2012";15;NA
"6402";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2013";20;NA
"6403";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2014";23;NA
"6404";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2015";20;NA
"6405";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2016";29;NA
"6406";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2017";29;NA
"6407";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2018";30;NA
"6408";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Trondelag";"X2019";17;NA
"6409";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2012";19;NA
"6410";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2013";12;NA
"6411";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2014";6;NA
"6412";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2015";9;NA
"6413";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2016";10;NA
"6414";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2017";9;NA
"6415";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2018";5;NA
"6416";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Nordland";"X2019";4;NA
"6417";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";26;NA
"6418";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";21;NA
"6419";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";13;NA
"6420";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";13;NA
"6421";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";12;NA
"6422";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";12;NA
"6423";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";9;NA
"6424";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";8;NA
"6425";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2012";5;NA
"6426";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2013";5;NA
"6427";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2014";6;NA
"6428";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2015";1;NA
"6429";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2016";6;NA
"6430";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2017";2;NA
"6431";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2018";0;NA
"6432";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Oslo";"X2019";1;NA
"6433";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2012";3;NA
"6434";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2013";4;NA
"6435";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2014";10;NA
"6436";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2015";10;NA
"6437";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2016";7;NA
"6438";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2017";3;NA
"6439";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2018";3;NA
"6440";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Viken";"X2019";3;NA
"6441";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2012";2;NA
"6442";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2013";4;NA
"6443";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2014";6;NA
"6444";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2015";1;NA
"6445";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2016";1;NA
"6446";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2017";2;NA
"6447";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2018";3;NA
"6448";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Innlandet";"X2019";1;NA
"6449";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";1;NA
"6450";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";0;NA
"6451";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";0;NA
"6452";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";2;NA
"6453";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";1;NA
"6454";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";0;NA
"6455";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";2;NA
"6456";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";0;NA
"6457";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2012";5;NA
"6458";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2013";2;NA
"6459";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2014";2;NA
"6460";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2015";0;NA
"6461";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2016";1;NA
"6462";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2017";0;NA
"6463";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2018";1;NA
"6464";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2019";2;NA
"6465";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2012";0;NA
"6466";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2013";2;NA
"6467";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2014";3;NA
"6468";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2015";1;NA
"6469";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2016";0;NA
"6470";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2017";1;NA
"6471";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2018";0;NA
"6472";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2019";1;NA
"6473";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2012";1;NA
"6474";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2013";0;NA
"6475";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2014";1;NA
"6476";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2015";0;NA
"6477";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2016";0;NA
"6478";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2017";1;NA
"6479";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2018";2;NA
"6480";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2019";3;NA
"6481";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2012";3;NA
"6482";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2013";1;NA
"6483";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2014";2;NA
"6484";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2015";1;NA
"6485";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2016";1;NA
"6486";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2017";0;NA
"6487";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2018";1;NA
"6488";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2019";1;NA
"6489";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2012";3;NA
"6490";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2013";4;NA
"6491";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2014";0;NA
"6492";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2015";2;NA
"6493";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2016";1;NA
"6494";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2017";0;NA
"6495";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2018";1;NA
"6496";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2019";1;NA
"6497";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2012";0;NA
"6498";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2013";2;NA
"6499";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2014";2;NA
"6500";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2015";0;NA
"6501";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2016";2;NA
"6502";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2017";0;NA
