"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences"
"6585";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2012";68
"6586";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2013";68
"6587";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2014";60
"6588";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2015";49
"6589";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2016";48
"6590";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2017";56
"6591";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2018";69
"6592";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2019";40
"6593";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";73
"6594";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";45
"6595";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";43
"6596";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";56
"6597";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";41
"6598";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";57
"6599";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";60
"6600";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";51
"6601";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2012";9
"6602";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2013";7
"6603";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2014";8
"6604";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2015";5
"6605";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2016";7
"6606";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2017";8
"6607";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2018";6
"6608";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2019";7
"6609";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2012";19
"6610";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2013";29
"6611";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2014";35
"6612";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2015";17
"6613";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2016";32
"6614";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2017";26
"6615";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2018";13
"6616";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2019";18
"6617";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2012";14
"6618";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2013";10
"6619";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2014";13
"6620";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2015";23
"6621";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2016";15
"6622";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2017";10
"6623";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2018";10
"6624";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2019";6
"6625";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";3
"6626";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";6
"6627";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";4
"6628";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";3
"6629";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";3
"6630";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";5
"6631";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";6
"6632";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";1
"6633";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2012";11
"6634";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2013";7
"6635";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2014";4
"6636";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2015";1
"6637";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2016";4
"6638";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2017";3
"6639";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2018";4
"6640";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2019";4
"6641";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2012";7
"6642";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2013";3
"6643";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2014";1
"6644";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2015";4
"6645";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2016";2
"6646";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2017";4
"6647";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2018";3
"6648";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2019";5
"6649";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2012";9
"6650";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2013";10
"6651";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2014";5
"6652";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2015";6
"6653";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2016";5
"6654";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2017";4
"6655";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2018";1
"6656";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2019";2
"6657";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2012";7
"6658";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2013";5
"6659";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2014";1
"6660";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2015";5
"6661";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2016";3
"6662";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2017";3
"6663";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2018";4
"6664";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2019";4
"6665";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2012";8
"6666";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2013";10
"6667";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2014";7
"6668";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2015";5
"6669";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2016";5
"6670";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2017";4
"6671";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2018";1
"6672";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2019";1
"6673";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2012";5
"6674";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2013";5
"6675";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2014";9
"6676";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2015";2
"6677";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2016";2
"6678";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2017";5
"6679";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2018";4
"6680";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2019";2
"6681";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";8
"6682";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";7
"6683";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";3
"6684";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";4
"6685";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";3
"6686";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";5
"6687";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";4
"6688";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";3
"6689";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2012";210
"6690";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2013";200
"6691";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2014";216
"6692";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2015";204
"6693";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2016";232
"6694";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2017";184
"6695";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2018";185
"6696";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2019";195
"6697";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2012";320
"6698";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2013";308
"6699";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2014";267
"6700";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2015";322
"6701";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2016";295
"6702";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2017";287
"6703";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2018";281
"6704";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Viken";"X2019";305
"6705";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2012";169
"6706";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2013";189
"6707";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2014";176
"6708";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2015";176
"6709";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2016";170
"6710";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2017";171
"6711";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2018";162
"6712";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Innlandet";"X2019";187
"6713";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";118
"6714";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";149
"6715";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";117
"6716";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";119
"6717";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";116
"6718";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";144
"6719";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";137
"6720";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";143
"6721";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2012";132
"6722";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2013";123
"6723";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2014";100
"6724";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2015";84
"6725";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2016";100
"6726";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2017";127
"6727";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2018";100
"6728";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Agder";"X2019";94
"6729";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2012";89
"6730";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2013";113
"6731";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2014";76
"6732";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2015";80
"6733";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2016";66
"6734";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2017";77
"6735";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2018";101
"6736";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Rogaland";"X2019";74
"6737";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2012";171
"6738";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2013";193
"6739";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2014";151
"6740";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2015";154
"6741";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2016";140
"6742";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2017";156
"6743";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2018";129
"6744";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Vestland";"X2019";158
"6745";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2012";84
"6746";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2013";100
"6747";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2014";103
"6748";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2015";125
"6749";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2016";97
"6750";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2017";101
"6751";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2018";101
"6752";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2019";79
"6753";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2012";167
"6754";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2013";149
"6755";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2014";166
"6756";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2015";121
"6757";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2016";174
"6758";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2017";172
"6759";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2018";152
"6760";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Trondelag";"X2019";153
"6761";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2012";98
"6762";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2013";100
"6763";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2014";93
"6764";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2015";77
"6765";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2016";91
"6766";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2017";119
"6767";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2018";91
"6768";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Nordland";"X2019";95
"6769";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";120
"6770";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";80
"6771";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";86
"6772";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";60
"6773";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";81
"6774";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";80
"6775";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";89
"6776";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";87
"6777";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2012";25
"6778";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2013";32
"6779";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2014";16
"6780";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2015";16
"6781";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2016";17
"6782";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2017";18
"6783";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2018";4
"6784";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Oslo";"X2019";11
"6785";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2012";33
"6786";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2013";53
"6787";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2014";56
"6788";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2015";31
"6789";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2016";49
"6790";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2017";31
"6791";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2018";35
"6792";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Viken";"X2019";36
"6793";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2012";33
"6794";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2013";26
"6795";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2014";29
"6796";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2015";30
"6797";"Forbigaaende cerebrale iskemiske anfall";"Kvinne";"70-89 ";"Kun bidiagnose";"Innlandet";"X2016";24
